id,type,created_time,permalink_url,application_name,like_count,attachment_url,message
10156769966527069_10156773395352069,COMMENT,2018-01-31T15:25:03+0000,https://www.facebook.com/appledaily.tw/posts/10156769966527069?comment_id=10156773395352069,Facebook for iPhone,1,None,"玩這個能培養責任感嘛？！我也沒興趣，老娘養了一隻脾氣很大的，能改變她的個性嗎？！嘖嘖"
10156769966527069_10156771119402069,COMMENT,2018-01-30T22:27:34+0000,https://www.facebook.com/appledaily.tw/posts/10156769966527069?comment_id=10156771119402069,Facebook for iPhone,2,None,"完全就是啊"
10156769966527069_10156772055497069,COMMENT,2018-01-31T04:40:17+0000,https://www.facebook.com/appledaily.tw/posts/10156769966527069?comment_id=10156772055497069,Facebook for Android,2,None,"那還是養蛙吧\n不用花錢"
10156769966527069_10156772121627069,COMMENT,2018-01-31T05:20:36+0000,https://www.facebook.com/appledaily.tw/posts/10156769966527069?comment_id=10156772121627069,Facebook for Android,1,None,"Drhan Wang汪醫師😂😂😂您的好文章被注意到惹～～"
10156769966527069_10156771753082069,COMMENT,2018-01-31T02:36:22+0000,https://www.facebook.com/appledaily.tw/posts/10156769966527069?comment_id=10156771753082069,Facebook for Android,1,None,"小時候都是從蝌蚪變出來的不是嗎！？"
10156769966527069_10156772695137069,  REPLY,2018-01-31T11:05:55+0000,https://www.facebook.com/appledaily.tw/posts/10156769966527069?comment_id=10156771753082069&reply_comment_id=10156772695137069,None,1,None,"為什麼感覺寓意深遠……"
10156769966527069_10156771924352069,COMMENT,2018-01-31T03:46:50+0000,https://www.facebook.com/appledaily.tw/posts/10156769966527069?comment_id=10156771924352069,Facebook for iPhone,0,None,"致幃 鄭彩雲 你們是不是也覺得養了四隻不受控的青蛙🐸"
10156769966527069_10156771450307069,COMMENT,2018-01-31T00:36:18+0000,https://www.facebook.com/appledaily.tw/posts/10156769966527069?comment_id=10156771450307069,Facebook for iPhone,0,None,"真的 很有感！"
10156769966527069_10156772176737069,COMMENT,2018-01-31T05:56:14+0000,https://www.facebook.com/appledaily.tw/posts/10156769966527069?comment_id=10156772176737069,Facebook for iPhone,2,None,"我也是養了一個🐸！打包説走就走了⋯但妳看完更要了解媽媽的心情呀！"
10156769966527069_10156772336902069,  REPLY,2018-01-31T07:06:01+0000,https://www.facebook.com/appledaily.tw/posts/10156769966527069?comment_id=10156772176737069&reply_comment_id=10156772336902069,Facebook for iPhone,0,None,"😂😂😂😂😂"
10156769966527069_10156772089182069,COMMENT,2018-01-31T05:01:09+0000,https://www.facebook.com/appledaily.tw/posts/10156769966527069?comment_id=10156772089182069,Facebook for iPhone,0,None,"秦詩 哈哈哈我就說青蛙"
10156769966527069_10156771477037069,COMMENT,2018-01-31T00:46:52+0000,https://www.facebook.com/appledaily.tw/posts/10156769966527069?comment_id=10156771477037069,Facebook for iPhone,0,None,"笑死"
10156769966527069_10156771761327069,COMMENT,2018-01-31T02:40:46+0000,https://www.facebook.com/appledaily.tw/posts/10156769966527069?comment_id=10156771761327069,Facebook for iPhone,0,None,"林仲元。養了20幾年🤣🤣🤣"
10156769966527069_10156771769027069,COMMENT,2018-01-31T02:44:59+0000,https://www.facebook.com/appledaily.tw/posts/10156769966527069?comment_id=10156771769027069,Facebook for Android,1,None,"覺得這蛙和我的本性好像,很羨慕牠的生活方式!!😅🤣😆😂!!(包袱款款說走就走毫無牽掛)"
10156769966527069_10156783181232069,  REPLY,2018-02-03T13:28:01+0000,https://www.facebook.com/appledaily.tw/posts/10156769966527069?comment_id=10156771769027069&reply_comment_id=10156783181232069,Facebook for Android,1,None,"你也可以啊。不做不會怎樣，做了很不一樣"
10156769966527069_10156783191667069,  REPLY,2018-02-03T13:34:15+0000,https://www.facebook.com/appledaily.tw/posts/10156769966527069?comment_id=10156771769027069&reply_comment_id=10156783191667069,Facebook for Android,0,None,"鄭人豪:我家還有我放不下的老爸爸,否則我隨時可以收拾行囊浪跡天涯!!😂😂😂!!"
10156769966527069_10156771391062069,COMMENT,2018-01-31T00:08:04+0000,https://www.facebook.com/appledaily.tw/posts/10156769966527069?comment_id=10156771391062069,Facebook for iPhone,1,None,"好寫實 給推！"
10156769966527069_10156771833632069,COMMENT,2018-01-31T03:13:31+0000,https://www.facebook.com/appledaily.tw/posts/10156769966527069?comment_id=10156771833632069,Facebook for iPhone,1,None,"🤣🤣\n養了之後終於了解我媽的心\n🤣🤣"
10156769966527069_10156771713952069,COMMENT,2018-01-31T02:20:03+0000,https://www.facebook.com/appledaily.tw/posts/10156769966527069?comment_id=10156771713952069,Facebook for iPhone,1,None,"有蛙孩子的父母、應該會因這款遊戲而有另類的收穫⋯⋯蛙孩們最近應該會常來電或常回家"
10156769966527069_10156772628812069,COMMENT,2018-01-31T10:19:34+0000,https://www.facebook.com/appledaily.tw/posts/10156769966527069?comment_id=10156772628812069,None,0,https://www.facebook.com/photo.php?fbid=215455665691025&set=p.215455665691025&type=3,""
10156769966527069_10156772224617069,COMMENT,2018-01-31T06:20:34+0000,https://www.facebook.com/appledaily.tw/posts/10156769966527069?comment_id=10156772224617069,Facebook for Android,0,None,"養蛙方知父母心"
10156769966527069_10156771108162069,COMMENT,2018-01-30T22:23:41+0000,https://www.facebook.com/appledaily.tw/posts/10156769966527069?comment_id=10156771108162069,Facebook for Android,0,None,"哈 根本不一樣 那能相比"
10156769966527069_10156772986947069,COMMENT,2018-01-31T13:23:37+0000,https://www.facebook.com/appledaily.tw/posts/10156769966527069?comment_id=10156772986947069,Facebook for Android,0,None,"不一样的养了一辈子都想控制他。去旅行没通知父母应该会抓狂"
10156769966527069_10156771950697069,COMMENT,2018-01-31T03:55:45+0000,https://www.facebook.com/appledaily.tw/posts/10156769966527069?comment_id=10156771950697069,Facebook for Android,0,None,"日文 看不懂…"
10156769966527069_10156771075117069,COMMENT,2018-01-30T22:13:50+0000,https://www.facebook.com/appledaily.tw/posts/10156769966527069?comment_id=10156771075117069,Facebook for iPhone,0,None,"Tương_Tác_Tốt <3"
10156769966527069_10156772409367069,COMMENT,2018-01-31T07:56:52+0000,https://www.facebook.com/appledaily.tw/posts/10156769966527069?comment_id=10156772409367069,Facebook for iPhone,0,None,"我的青蛙都不回家\n死孩子😭😭😭"
10156769966527069_10156773562852069,COMMENT,2018-01-31T16:31:41+0000,https://www.facebook.com/appledaily.tw/posts/10156769966527069?comment_id=10156773562852069,Facebook for iPhone,0,None,"算了，現在的人沒責任，小孩都給養死，手機比「人」還重要、但廢文不用一直發、看了好膩"
10156769966527069_10156772106667069,COMMENT,2018-01-31T05:10:39+0000,https://www.facebook.com/appledaily.tw/posts/10156769966527069?comment_id=10156772106667069,Facebook Lite,0,None,"我的一去無歸，真慘"
10156769966527069_10156772319962069,COMMENT,2018-01-31T06:58:50+0000,https://www.facebook.com/appledaily.tw/posts/10156769966527069?comment_id=10156772319962069,Facebook for iPhone,0,None,"完全贊同"
10156769966527069_10156771603132069,COMMENT,2018-01-31T01:36:56+0000,https://www.facebook.com/appledaily.tw/posts/10156769966527069?comment_id=10156771603132069,Facebook for Android,0,None,"妳是先生的精蟲養20幾年吧？"
10156769966527069_10156772588582069,COMMENT,2018-01-31T09:53:01+0000,https://www.facebook.com/appledaily.tw/posts/10156769966527069?comment_id=10156772588582069,Facebook for iPhone,0,None,"芳瑜 余 再說你壞壞啊"
10156769966527069_10156771463302069,COMMENT,2018-01-31T00:41:04+0000,https://www.facebook.com/appledaily.tw/posts/10156769966527069?comment_id=10156771463302069,Facebook for iPhone,0,None,"哈哈哈哈哈哈哈哈哈哈哈哈這個旁白好好笑"
10156769966527069_10156774895807069,COMMENT,2018-02-01T01:50:35+0000,https://www.facebook.com/appledaily.tw/posts/10156769966527069?comment_id=10156774895807069,Facebook for iPhone,0,None,"哈哈"
10156769966527069_10156771407277069,COMMENT,2018-01-31T00:16:41+0000,https://www.facebook.com/appledaily.tw/posts/10156769966527069?comment_id=10156771407277069,Facebook for iPhone,0,https://www.facebook.com/photo.php?fbid=272545709943313&set=p.272545709943313&type=3,""
10156769966527069_10156771679677069,COMMENT,2018-01-31T02:06:31+0000,https://www.facebook.com/appledaily.tw/posts/10156769966527069?comment_id=10156771679677069,Facebook for Android,0,None,"哈哈哈哈哈哈哈"
10156769966527069_10156771377232069,COMMENT,2018-01-31T00:01:25+0000,https://www.facebook.com/appledaily.tw/posts/10156769966527069?comment_id=10156771377232069,Facebook for Android,1,None,"沈芷伃 🤣🤣🤣"
10156769966527069_10156771441417069,  REPLY,2018-01-31T00:32:17+0000,https://www.facebook.com/appledaily.tw/posts/10156769966527069?comment_id=10156771377232069&reply_comment_id=10156771441417069,Facebook for iPhone,0,None,"這感覺要非常淡定的人玩 才不會那麼氣😂"
10156769966527069_10156771522527069,  REPLY,2018-01-31T01:06:16+0000,https://www.facebook.com/appledaily.tw/posts/10156769966527069?comment_id=10156771377232069&reply_comment_id=10156771522527069,None,0,None,"我覺得我不行"
10156769966527069_10156771381572069,COMMENT,2018-01-31T00:03:35+0000,https://www.facebook.com/appledaily.tw/posts/10156769966527069?comment_id=10156771381572069,Facebook for iPhone,0,None,"Roxanne Sung 養🐸方知父母恩吶"
10156769966527069_10156771419567069,  REPLY,2018-01-31T00:22:17+0000,https://www.facebook.com/appledaily.tw/posts/10156769966527069?comment_id=10156771381572069&reply_comment_id=10156771419567069,Facebook for iPhone,0,None,"我才剛下載遊戲沒有這麼深的領悟XD"
10156769966527069_10156771987922069,COMMENT,2018-01-31T04:08:13+0000,https://www.facebook.com/appledaily.tw/posts/10156769966527069?comment_id=10156771987922069,Facebook for iPhone,1,None,"鄭証耀🤣"
10156769966527069_10156772081322069,COMMENT,2018-01-31T04:55:53+0000,https://www.facebook.com/appledaily.tw/posts/10156769966527069?comment_id=10156772081322069,Facebook for iPhone,0,None,"高千富🤔"
10156769966527069_10156771624547069,COMMENT,2018-01-31T01:45:38+0000,https://www.facebook.com/appledaily.tw/posts/10156769966527069?comment_id=10156771624547069,Facebook for iPhone,0,None,"吳巧琳你媽"
10156769966527069_10156771842507069,  REPLY,2018-01-31T03:17:44+0000,https://www.facebook.com/appledaily.tw/posts/10156769966527069?comment_id=10156771624547069&reply_comment_id=10156771842507069,Facebook for iPhone,0,None,"哈哈靠北啊！我的🐸又出門了"
10156769966527069_10156772120142069,COMMENT,2018-01-31T05:19:47+0000,https://www.facebook.com/appledaily.tw/posts/10156769966527069?comment_id=10156772120142069,Facebook for Android,0,None,"Ines Lin Hedy Jhou \n跟我昨晚講的一模模一樣樣😂"
10156769966527069_10156771493572069,COMMENT,2018-01-31T00:52:27+0000,https://www.facebook.com/appledaily.tw/posts/10156769966527069?comment_id=10156771493572069,Facebook for iPhone,0,None,"Shiuan Ming妳看看"
10156769966527069_10156771682487069,  REPLY,2018-01-31T02:07:27+0000,https://www.facebook.com/appledaily.tw/posts/10156769966527069?comment_id=10156771493572069&reply_comment_id=10156771682487069,Facebook for iPhone,0,None,"怎樣！我還沒小孩，養呱呱錯了嗎😭😭"
10156769966527069_10156772083712069,  REPLY,2018-01-31T04:57:35+0000,https://www.facebook.com/appledaily.tw/posts/10156769966527069?comment_id=10156771493572069&reply_comment_id=10156772083712069,Facebook for iPhone,0,None,"Shiuan Ming 我也有養呱呱🐸"
10156769966527069_10156772102672069,  REPLY,2018-01-31T05:08:25+0000,https://www.facebook.com/appledaily.tw/posts/10156769966527069?comment_id=10156771493572069&reply_comment_id=10156772102672069,Facebook for iPhone,0,None,"Violet Yen 哈哈！我們公司只有我跟隔壁的在玩，都被嘲笑😭"
10156769966527069_10156772113687069,  REPLY,2018-01-31T05:15:25+0000,https://www.facebook.com/appledaily.tw/posts/10156769966527069?comment_id=10156771493572069&reply_comment_id=10156772113687069,Facebook for iPhone,0,https://www.facebook.com/photo.php?fbid=2062185977130589&set=p.2062185977130589&type=3,"Shiuan Ming 我的朋友全部都在瘋🐸🐸！\n每天都在分享🐸🐸去了哪裡\n我的現在在露營"
10156769966527069_10156771401062069,COMMENT,2018-01-31T00:13:24+0000,https://www.facebook.com/appledaily.tw/posts/10156769966527069?comment_id=10156771401062069,Facebook for iPhone,1,None,"Crystal Ho"
10156769966527069_10156772704912069,COMMENT,2018-01-31T11:12:31+0000,https://www.facebook.com/appledaily.tw/posts/10156769966527069?comment_id=10156772704912069,Facebook for iPhone,1,None,"鄭宇哲"
10156769966527069_10156772859157069,  REPLY,2018-01-31T12:28:57+0000,https://www.facebook.com/appledaily.tw/posts/10156769966527069?comment_id=10156772704912069&reply_comment_id=10156772859157069,Facebook for iPhone,0,None,"想養了嗎"
10156769966527069_10156772881612069,  REPLY,2018-01-31T12:41:19+0000,https://www.facebook.com/appledaily.tw/posts/10156769966527069?comment_id=10156772704912069&reply_comment_id=10156772881612069,None,0,None,"鄭宇哲 養你這隻豬還不夠???"
10156769966527069_10156772892532069,  REPLY,2018-01-31T12:45:49+0000,https://www.facebook.com/appledaily.tw/posts/10156769966527069?comment_id=10156772704912069&reply_comment_id=10156772892532069,Facebook for iPhone,0,None,"你才是豬"
10156769966527069_10156771499797069,COMMENT,2018-01-31T00:55:13+0000,https://www.facebook.com/appledaily.tw/posts/10156769966527069?comment_id=10156771499797069,Facebook for iPhone,0,None,"游峻斌Wen Ling Yu"
10156769966527069_10156771427857069,COMMENT,2018-01-31T00:24:54+0000,https://www.facebook.com/appledaily.tw/posts/10156769966527069?comment_id=10156771427857069,Facebook for iPhone,0,None,"廖蔓萍Ivy Lee"
10156769966527069_10156771454017069,  REPLY,2018-01-31T00:37:38+0000,https://www.facebook.com/appledaily.tw/posts/10156769966527069?comment_id=10156771427857069&reply_comment_id=10156771454017069,Facebook for iPhone,0,None,"我也養了兩隻.....哈哈"
10156769966527069_10156771504667069,  REPLY,2018-01-31T00:57:38+0000,https://www.facebook.com/appledaily.tw/posts/10156769966527069?comment_id=10156771427857069&reply_comment_id=10156771504667069,Facebook for iPhone,0,None,"Ivy Lee 然後妹妹又養了一摸一樣的自己"
10156769966527069_10156771507072069,  REPLY,2018-01-31T00:58:32+0000,https://www.facebook.com/appledaily.tw/posts/10156769966527069?comment_id=10156771427857069&reply_comment_id=10156771507072069,Facebook for iPhone,0,https://scontent.xx.fbcdn.net/v/t39.1997-6/16686525_344394655956749_6383598514676432896_n.png?_nc_cat=0&oh=9307dfd1b540ab32c13071de8092c920&oe=5B8EF379,""
10156769966527069_10156773303462069,COMMENT,2018-01-31T14:59:23+0000,https://www.facebook.com/appledaily.tw/posts/10156769966527069?comment_id=10156773303462069,Facebook for iPhone,1,None,"林省山"
10156769966527069_10156772567312069,COMMENT,2018-01-31T09:38:31+0000,https://www.facebook.com/appledaily.tw/posts/10156769966527069?comment_id=10156772567312069,Facebook for Android,0,None,"楊隆智 王麗貞"
10156769966527069_10156771660232069,COMMENT,2018-01-31T01:57:33+0000,https://www.facebook.com/appledaily.tw/posts/10156769966527069?comment_id=10156771660232069,Facebook for iPhone,0,None,"李軒羽"
10156769966527069_10156771396082069,COMMENT,2018-01-31T00:11:26+0000,https://www.facebook.com/appledaily.tw/posts/10156769966527069?comment_id=10156771396082069,Facebook for iPhone,1,None,"謝綺綺謝千絢"
10156769966527069_10156771947632069,  REPLY,2018-01-31T03:54:40+0000,https://www.facebook.com/appledaily.tw/posts/10156769966527069?comment_id=10156771396082069&reply_comment_id=10156771947632069,Facebook for iPhone,0,None,"我是不是說了 就是在養你哥"
10156769966527069_10156772063787069,  REPLY,2018-01-31T04:45:16+0000,https://www.facebook.com/appledaily.tw/posts/10156769966527069?comment_id=10156771396082069&reply_comment_id=10156772063787069,Facebook for iPhone,0,None,"謝綺綺 本來要標記他的"
10156769966527069_10156771585467069,COMMENT,2018-01-31T01:31:47+0000,https://www.facebook.com/appledaily.tw/posts/10156769966527069?comment_id=10156771585467069,Facebook for iPhone,0,None,"梁媄鈴"
10156769966527069_10156771678757069,  REPLY,2018-01-31T02:06:04+0000,https://www.facebook.com/appledaily.tw/posts/10156769966527069?comment_id=10156771585467069&reply_comment_id=10156771678757069,Facebook for iPhone,0,https://scontent.xx.fbcdn.net/v/t39.1997-6/851575_126361914215272_209730609_n.png?_nc_cat=0&oh=a8c4e6c42e9d5addf251385e6fe5d2d0&oe=5B913A11,""
10156769966527069_10156771678872069,  REPLY,2018-01-31T02:06:07+0000,https://www.facebook.com/appledaily.tw/posts/10156769966527069?comment_id=10156771585467069&reply_comment_id=10156771678872069,Facebook for iPhone,0,https://scontent.xx.fbcdn.net/v/t39.1997-6/851575_126361914215272_209730609_n.png?_nc_cat=0&oh=a8c4e6c42e9d5addf251385e6fe5d2d0&oe=5B913A11,""
10156769966527069_10156772075592069,COMMENT,2018-01-31T04:50:59+0000,https://www.facebook.com/appledaily.tw/posts/10156769966527069?comment_id=10156772075592069,Facebook for iPhone,0,None,"Silvia Yuan"
10156769966527069_10156773137147069,COMMENT,2018-01-31T14:17:16+0000,https://www.facebook.com/appledaily.tw/posts/10156769966527069?comment_id=10156773137147069,Facebook for iPhone,0,None,"JiaXuan Lim"
10156769966527069_10156771735872069,COMMENT,2018-01-31T02:28:31+0000,https://www.facebook.com/appledaily.tw/posts/10156769966527069?comment_id=10156771735872069,Facebook for iPhone,0,None,"Zoe Hou"
10156769966527069_10156772362372069,COMMENT,2018-01-31T07:26:38+0000,https://www.facebook.com/appledaily.tw/posts/10156769966527069?comment_id=10156772362372069,Facebook for iPhone,0,None,"林怡雯"
10156769966527069_10156773372602069,COMMENT,2018-01-31T15:20:16+0000,https://www.facebook.com/appledaily.tw/posts/10156769966527069?comment_id=10156773372602069,Facebook for Android,0,None,"李妍昕"
10156769966527069_10156771436187069,COMMENT,2018-01-31T00:29:58+0000,https://www.facebook.com/appledaily.tw/posts/10156769966527069?comment_id=10156771436187069,Facebook for iPhone,0,None,"Chia Chi Chen"
10156769966527069_10156771827357069,COMMENT,2018-01-31T03:10:56+0000,https://www.facebook.com/appledaily.tw/posts/10156769966527069?comment_id=10156771827357069,Facebook for iPhone,0,None,"Moe Moe Bao"
10156769966527069_10156771467597069,COMMENT,2018-01-31T00:42:09+0000,https://www.facebook.com/appledaily.tw/posts/10156769966527069?comment_id=10156771467597069,Facebook for iPhone,0,None,"陳達仁"
10156769966527069_10156771821562069,COMMENT,2018-01-31T03:08:26+0000,https://www.facebook.com/appledaily.tw/posts/10156769966527069?comment_id=10156771821562069,Facebook for Android,0,None,"Vento Tsai😂😂😂😂"
10156769966527069_10156771198272069,COMMENT,2018-01-30T22:51:52+0000,https://www.facebook.com/appledaily.tw/posts/10156769966527069?comment_id=10156771198272069,Facebook for iPhone,0,None,"徐羽萱 羅秀玉"
10156769966527069_10156771566762069,  REPLY,2018-01-31T01:25:03+0000,https://www.facebook.com/appledaily.tw/posts/10156769966527069?comment_id=10156771198272069&reply_comment_id=10156771566762069,Facebook for iPhone,1,None,"我傻傻的養了兩隻說⋯都20幾年了。"
10156769966527069_10156771855022069,  REPLY,2018-01-31T03:22:42+0000,https://www.facebook.com/appledaily.tw/posts/10156769966527069?comment_id=10156771198272069&reply_comment_id=10156771855022069,Facebook for iPhone,0,None,"我也是其中之一😬😬😬"
10156769966527069_10156772365657069,  REPLY,2018-01-31T07:29:39+0000,https://www.facebook.com/appledaily.tw/posts/10156769966527069?comment_id=10156771198272069&reply_comment_id=10156772365657069,Facebook for iPhone,0,None,"哈"
10156769966527069_10156771486997069,COMMENT,2018-01-31T00:51:22+0000,https://www.facebook.com/appledaily.tw/posts/10156769966527069?comment_id=10156771486997069,Facebook for iPhone,1,None,"Steven  Wu"
10156769966527069_10156771685477069,COMMENT,2018-01-31T02:08:18+0000,https://www.facebook.com/appledaily.tw/posts/10156769966527069?comment_id=10156771685477069,Facebook for Android,1,None,"Asiel Tsai"
10156769966527069_10156771774322069,COMMENT,2018-01-31T02:47:02+0000,https://www.facebook.com/appledaily.tw/posts/10156769966527069?comment_id=10156771774322069,Facebook for iPhone,1,None,"吳絲"
10156769966527069_10156773393487069,COMMENT,2018-01-31T15:24:44+0000,https://www.facebook.com/appledaily.tw/posts/10156769966527069?comment_id=10156773393487069,Facebook for Android,0,None,"Angel Kwok 😄😄"
10156769966527069_10156774700167069,  REPLY,2018-02-01T00:33:08+0000,https://www.facebook.com/appledaily.tw/posts/10156769966527069?comment_id=10156773393487069&reply_comment_id=10156774700167069,None,0,None,"A3要我幫佢裝隻game，佢話要幫隻蛙改個名叫安琪 🤣🤣🤣"
10156769966527069_10156772132617069,COMMENT,2018-01-31T05:26:04+0000,https://www.facebook.com/appledaily.tw/posts/10156769966527069?comment_id=10156772132617069,Facebook for iPhone,1,None,"陳妤妤"
10156769966527069_10156771612782069,COMMENT,2018-01-31T01:40:53+0000,https://www.facebook.com/appledaily.tw/posts/10156769966527069?comment_id=10156771612782069,Facebook for iPhone,0,None,"Elaine Zhang"
10156769966527069_10156775667027069,COMMENT,2018-02-01T08:17:53+0000,https://www.facebook.com/appledaily.tw/posts/10156769966527069?comment_id=10156775667027069,Facebook for Android,0,None,"陳寶寶 Noel Chow"
10156769966527069_10156771562817069,COMMENT,2018-01-31T01:23:11+0000,https://www.facebook.com/appledaily.tw/posts/10156769966527069?comment_id=10156771562817069,Facebook for iPhone,0,None,"Amanda Hua"
10156769966527069_10156771633092069,  REPLY,2018-01-31T01:49:44+0000,https://www.facebook.com/appledaily.tw/posts/10156769966527069?comment_id=10156771562817069&reply_comment_id=10156771633092069,None,0,None,"Haha what is this?"
10156769966527069_10156773589477069,COMMENT,2018-01-31T16:35:37+0000,https://www.facebook.com/appledaily.tw/posts/10156769966527069?comment_id=10156773589477069,Facebook for Android,0,None,"劉柯利"
