id,type,created_time,permalink_url,application_name,like_count,attachment_url,message
10156769966527069_10156772470732069,COMMENT,2018-01-31T08:32:43+0000,https://www.facebook.com/appledaily.tw/posts/10156769966527069?comment_id=10156772470732069,Facebook for iPhone,0,None,"Funk Fan"
10156769966527069_10156772018427069,COMMENT,2018-01-31T04:22:08+0000,https://www.facebook.com/appledaily.tw/posts/10156769966527069?comment_id=10156772018427069,Facebook for iPhone,0,None,"文捷"
10156769966527069_10156771977822069,COMMENT,2018-01-31T04:03:43+0000,https://www.facebook.com/appledaily.tw/posts/10156769966527069?comment_id=10156771977822069,Facebook for iPhone,0,None,"謝亞瑄"
10156769966527069_10156772379337069,COMMENT,2018-01-31T07:36:41+0000,https://www.facebook.com/appledaily.tw/posts/10156769966527069?comment_id=10156772379337069,Facebook for Android,0,None,"王珮玲"
10156769966527069_10156771081737069,COMMENT,2018-01-30T22:16:09+0000,https://www.facebook.com/appledaily.tw/posts/10156769966527069?comment_id=10156771081737069,Facebook for iPhone,0,None,"Yunya Su徐兆嫺"
10156769966527069_10156771932317069,  REPLY,2018-01-31T03:49:39+0000,https://www.facebook.com/appledaily.tw/posts/10156769966527069?comment_id=10156771081737069&reply_comment_id=10156771932317069,Facebook for iPhone,0,None,"突破盲點"
10156769966527069_10156771397392069,COMMENT,2018-01-31T00:11:54+0000,https://www.facebook.com/appledaily.tw/posts/10156769966527069?comment_id=10156771397392069,Facebook for iPhone,0,None,"王曉莉"
10156769966527069_10156772108787069,COMMENT,2018-01-31T05:12:04+0000,https://www.facebook.com/appledaily.tw/posts/10156769966527069?comment_id=10156772108787069,Facebook for iPhone,0,None,"Erin Lin林佩璇"
10156769966527069_10156771428482069,COMMENT,2018-01-31T00:25:11+0000,https://www.facebook.com/appledaily.tw/posts/10156769966527069?comment_id=10156771428482069,Facebook for iPhone,0,None,"DaiYi Lin"
10156769966527069_10156773166132069,COMMENT,2018-01-31T14:24:36+0000,https://www.facebook.com/appledaily.tw/posts/10156769966527069?comment_id=10156773166132069,Facebook for iPhone,0,None,"林宏"
10156769966527069_10156771657862069,COMMENT,2018-01-31T01:56:46+0000,https://www.facebook.com/appledaily.tw/posts/10156769966527069?comment_id=10156771657862069,Facebook for iPhone,0,None,"詹雅婷"
10156769966527069_10156771686267069,COMMENT,2018-01-31T02:08:38+0000,https://www.facebook.com/appledaily.tw/posts/10156769966527069?comment_id=10156771686267069,None,0,https://www.facebook.com/ilovethis.94uni/photos/p.851004751771826/851004751771826/?type=3,"跑去搶新春特賣⋯⋯"
